,0,1,2,3,4,5,6
1,2017안건682,부산일보,9월  6일,3면,“어차피  살인미수...  더  때리면  안되겠냐” “피냄새가  좋다”  “맞은  기억  잃게  만들자”,범죄묘사,
2,2017안건683,부산닷컴,9월  5일,사회,[부산  여중생  폭행  사건]  사건  목격한 피해자  친구  녹취록  전문,〃,
3,2017안건684,노컷뉴스,9월  5일,사회,"[인터뷰]  부산  여중생  폭행  피해자  母 ""사죄전화  한통  없었다""",〃,
4,2017안건685,데일리중앙,9월  5일,사회,"부산  여중생  폭행  가해  학생들  ""어차피 살인미수인데...  ""  잔혹성  충격",〃,
5,2017안건686,세계닷컴,9월  5일,사회,"""맞은  것도  기억  못하게  때리자""…부산 여중생  폭행사건  목격담",〃,
6,2017안건687,시빅뉴스,9월  6일,뉴스,"부산  여중생  폭행  사건  가해자  ""어차피 살인미수인데  더  때리자""  충격  발언",〃,
7,2017안건688,인터넷 국제신문,9월  5일,사회,"부산  여중생  폭행사건,  피해자  母  “가해 학생들  사과  못  받아”...적반하장  격",〃,
8,2017안건689,인터넷 스포츠경향,9월  5일,생활,부산  여중생  폭행  사건  목격자  증언 “어차피  살인미수인데  더  때리라고…”  충격,〃,
9,2017안건690,인터넷 울산매일,9월  6일,뉴스Now,"부산  여중생  폭행  피해자  母  ""사죄전화  한통 없었다""",〃,
10,2017안건691,인터넷 크리스천투데이,9월  5일,일반,"부산  사하구  여중생  폭행,  가해자  나이·자수 등으로  처벌  어려워VS녹음  등  증거자료 많아",〃,
11,2017안건692,조선닷컴,9월  5일,사회,"부산  여중생  폭행'  목격자  진술  녹음 들어보니…쇠파이프·소주병으로  ""어차피 살인미수인데  더    때리자""",〃,
12,2017안건693,동아닷컴,9월  4일,사회,"부산  여중생  폭행  사건,  제2의  피해자는  A 교장?",충격혐오감,
13,2017안건694,매경닷컴,9월  3일,사회,피투성이로  무릎  꿇은  여중생  사진  SNS에 퍼져,〃,
14,2017안건695,문화저널21,9월  3일,사회일반,SNS에  피투성이로  무릎  꿇은  여중생  사진 ‘일파만파’  퍼져,〃,
15,2017안건696,인터넷 데일리한국,9월  4일,사회,"신동욱,  부산  여중생  폭행에  문재인  정부 비판  ""안보가  무너지니  치안도  무너진  꼴""",〃,
16,2017안건697,인터넷 여성신문,9월  9일,사회,"부산  여중생  폭행  사건,  11일  영장심사  진행 후  형사재판으로  진행",〃,
17,2017안건698,인터넷 제민일보,9월  4일,연예,"솔비,  부산  여중생  폭행사건에  언급  한 번만에…""얘  때렸어,  심해?""  사건  후  반응",〃,
18,2017안건699,포커스데일리,9월  3일,전국,SNS  피투성이  여중생'  경찰 조사…신상털기로  2차  피해도  '우려',〃,
19,2017안건700,한국시민기자협회 뉴스포털1,9월  5일,시민사회,"“소년법  최대  형량  제한제도,  차등  적용 도입해야”",〃,
1,2017안건701,뉴스에듀,9월  3일,사회,"[사건]  피투성이  무릎  꿇은  부산  여중생 사진  일파만파  …  ""조폭  저리가라""",충격혐오감,
2,2017안건702,뉴스프리존,9월  3일,포토뉴스,부산여중생  피투성이  무릎  꿇은  사진  ..SNS 확산…경찰  '조사중',〃,
3,2017안건703,뉴시스,9월  3일,사건/사고,"피투성이  무릎  꿇은  여중생  사진 확산···경찰,  가해  여중생  2명  조사  중",〃,
4,2017안건704,스포츠Q,9월  4일,방송,"[초점Q]  부산  여중생  폭행  사건,  잔인성에 대중들  '그것이  알고싶다'-'리얼스토리  눈' 등  심층취재  요구    '인천  초등생  살인사건' 이후  또다시  취재  나서나",〃,
5,2017안건705,위키트리,9월  4일,방송·연예,부산  여중생  폭행  사건'에  솔비가  남긴  글,〃,
6,2017안건706,인터넷 경상일보,9월  4일,연예/시사,"부산  여중생  폭행,  선배에  보낸  인증샷 '충격'...“심해?  교도소  들어갈  것  같아?”",〃,
7,2017안건707,인터넷 기호일보,9월  4일,핫이슈,"청와대  청원  ,  태어나면서  괴물은  없어, 영향  준  사람도  책임",〃,
8,2017안건708,인터넷 서울경제,9월  3일,사회,SNS  확산  피투성이  여중생  사진…가해 여중생  2명  입건,〃,
9,2017안건709,인터넷 위클리오늘,9월  7일,사회,"뜨거운  '소년법'  논란,  미완성의  法… 일본·독일·영국은  어떤가?",〃,
10,2017안건710,인터넷 이뉴스투데이,9월  3일,사회,"피투성  상태로  무릎  꿇은  여중생  사진… 경찰  ""자수한  가해  여중생  2명  조사중""",〃,
11,2017안건711,인터넷 일요시사,9월  4일,사회,부산  여중생  폭행  '피투성이  사진'  SNS 확산  논란,〃,
12,2017안건712,인터넷 충청매일,9월  7일,핫뉴스,"여중생폭행,피투성이이지메막을수도,지속적계획적이었나",〃,
13,2017안건713,쿠키뉴스,9월  3일,사회,"‘부산  사하구  여중생  폭행  사건’  경찰, 용의자  2명    조사  중",〃,
14,2017안건714,투데이안,9월  8일,사회,학교폭력  트라우마도  심각···자살시도에 가해자로  돌변,〃,
15,2017안건715,투데이코리아,9월  6일,사회,부산에  이어  강릉에서  또..갈수록 참혹해지는  청소년  범죄,〃,
16,2017안건716,한강타임즈,9월  4일,사건/사고,"‘부산  여중생  폭행사건’  가해자  ""폭행당시  내   정신상태  온전치  못해..  욕하지  말아달라""",〃,
17,2017안건717,한경닷컴,9월  4일,연예,"청와대  홈페이지,  '부산  여중생 폭행사건'으로  마비…청원    3만명  돌파",〃,
18,2017안건718,CBC뉴스,9월  4일,사회,"부산여중생폭행사건,  '청와대 청원...태어나면서  괴물은'",〃,
19,2017안건719,인터넷 국민일보,9월  6일,시사,"부산  여중생  폭행'  가해자들  ""피  냄새 좋다…""  도  넘은  잔인함",범죄묘사,
20,2017안건720,톱스타뉴스,9월  5일,핫이슈,"‘김현정의  뉴스쇼’,  피해학생  어머니와  현장 목격자  진술  조명",〃,
1,2017안건721,굿데일리,9월  4일,사회,"부산  여중생  폭행,  범행  자랑후  경찰에 자수..  죄의식  못느끼나?",충격혐오감,
2,2017안건722,뉴스인사이드,9월  4일,사회,"부산  여중생  폭행,  피해자  사촌언니 ""오빠들이랑  길에서  XX하라고…""  분노",〃,
3,2017안건723,베타뉴스,9월  5일,종합,"부산  여중생  폭행  사건,  피해자  사촌언니 ‘충격’  주장글..진위여부  관심",〃,
4,2017안건724,울산종합일보,9월  4일,핫이슈,"'무서운  아이들'  부산  여중생  폭행,  범행 자랑후  경찰에  ..죄의식  못느끼나?",〃,
5,2017안건725,인터넷 신아일보,9월  3일,사회,"부산  피투성이  여중생  사진'  확산…  경찰 ""조사  중""",〃,
6,2017안건726,조선닷컴,9월  3일,법원·검찰·경찰,"SNS에  떠돈  피투성이로  무릎  꿇은  여중생 사진,  진짜였다…경찰  ""조사중""",〃,
7,2017안건727,톱스타뉴스,9월  4일,핫이슈,"피투성이  여중생,  가해자는  고작 14세…담배불  몸에  지지고  쇠파이프로  구타",충격혐오감,
8,2017안건728,폴리뉴스,9월  4일,핫이슈,"부산  여중생  폭행,  무서운  아이들!  … SNS에  범행  자랑  후  당당하게  자수!",〃,
9,2017안건729,e글로벌이코노믹,9월  4일,사회,"부산  여중생  폭행  사건에  신동욱  ""피해자에 인권은  개밥에  도토리  꼴""",〃,
10,2017안건730,스타뉴스,9월  4일,이슈,"부산  여중생폭행  사건..네티즌  공분  ""소년법 폐지하라""",〃,
11,2017안건731,인터넷 국민일보,9월  5일,시사,만  14세  미만도  포함…부산  여중생  폭행 가해자  형사  처벌  ‘시끌’,〃,
12,2017안건732,인터넷 서울시정일보,9월  3일,사회,"부산  여중생  피투성이  사진  급속히  유포… ""말투가  건방져서""",〃,
13,2017안건733,Green  Daily,9월  4일,라이프,"부산  여중생  폭행,  피해자  사진  접한  대중 분노    ""저정도면  살인미수""",〃,
14,2017안건734,월간  조선,8월호,사회,‘빅뱅’의  탑과  함께  대마초  피운  한씨가 사들인  LSD는  무엇?,마약  및 약물보도,
15,2017안건735,조선pub,8월  1일,사회,‘빅뱅’의  탑과  함께  대마초  피운  한씨가 사들인  LSD는  무엇?,〃,
16,2017안건736,위키트리,8월  29일,사건사고,“우리  엄마  상처  줬냐”  아빠  '내연녀' 폭행한  아들,충격혐오감,
17,2017안건737,매일경제,8월  9일,B5면,"송도외과,  초기  암  검사부터  치료까지 '원스톱  서비스'",기사형광고,
18,2017안건738,매경닷컴,8월  9일,뉴스,"[Health]  송도외과,  초기  암  검사부터 치료까지  '원스톱  서비스'",〃,
19,2017안건739,조선일보,8월  23일,E3면,자신의  이보다  좋은  건  없다…  '치아 보존'에  초점  맞춰  치료,〃,
20,2017안건740,조선닷컴,8월  23일,사회,[액티브+]  자신의  이보다  좋은  건  없다… '치아  보존'에  초점  맞춰  치료,〃,
21,2017안건741,기호일보,8월  23일,14면,지역사회  공헌~명품  의료서비스  '최고의 길'을  걷다,〃,
1,2017안건742,인터넷 기호일보,8월  23일,보건/의료,지역사회  공헌  ~  명품  의료서비스  ‘최고’의 길을  걷다,기사형광고,
2,2017안건743,충청일보,8월  14일,13면,진천  참편한366내과의원  개원,〃,
3,2017안건744,인터넷 충청일보,8월  13일,충북,진천  참편한365내과의원  개원,〃,
4,2017안건745,인터넷 중부매일,8월  13일,충북,진천  참편한  365내과의원  개원,〃,
5,2017안건746,KNS뉴스통신,7월  28일,Health &  Life,"[의료정보]  보기  싫은  처진살,  주름에 ‘큐티리프트’  등  실리프팅  도움",〃,
6,2017안건747,KNS뉴스통신,8월  4일,인터뷰,"[인터뷰]  신제화  원장  ""투명교정도  나에게 맞는  방법  선택해야“",〃,
7,2017안건748,KNS뉴스통신,8월  22일,Health &  Life,[의료정보]  서울대입구역  치과교정  전문 치과의원  그랑교정치과  개원,〃,
8,2017안건749,메디팜스투데이,8월  21일,한방/바이오,"수원자생한의원,  집중치료병상  갖춰  23일 승격  오픈",〃,
9,2017안건750,보건뉴스,8월  21일,메디뉴스,"수원자생한방병원,  승격  오픈…원스톱 한·양방  진료시스템  구축",〃,
10,2017안건751,아이팜뉴스,8월  21일,한의사·한의약,"수원자생한의원,  수원자생한방병원으로  23일 승격  오픈",〃,
11,2017안건752,Watcherdaily,8월  21일,의료계,"수원자생한방병원,  23일  승격  오픈",〃,
12,2017안건753,인터넷 베이비뉴스,8월  17일,생활/건강,"함소아  한의원,  19일  의정부  함소아한의원 개원",〃,
13,2017안건754,아크로팬,8월  17일,산업,"함소아  한의원,  의정부  함소아한의원  개원",〃,
14,2017안건755,강서양천일보,8월  14일,건강,‘우리동네  주치의’  연세메디플러스의원 변정수  원장,〃,
15,2017안건756,브레인박스,8월  7일,뉴스,"압구정  ‘닥터  007의원’,  청담동 ‘예쁜몸매의원’으로  확장  이전  실시",〃,
16,2017안건757,인터넷  브릿지경제신문,8월  29일,헬스,"분당임플란트,  튼튼한  임플란트  시술을 위해서  고려해야  할  점은",〃,
17,2017안건758,CBS-R,9월  5일,김현정의뉴스쇼,"[인터뷰  (2)]  ""부산  여중생  폭행  실상과 소년법""",범죄묘사,
1,2017안건759,연예스포츠방송,9월  5일,핫이슈,끔찌?잔혹?부산  여중생    폭행사건,피의자신원공개,
2,2017안건760,톱스타뉴스,9월  8일,핫이슈,"부산  여중생  폭행,  가해자와  친구들  반응은? “믿는다  알고있제  사랑해  흔들리지마”",〃,
3,2017안건763,스포츠한국,10월  5일,시사,"한국인  판사  부부,  괌에서  현지  연행  후 석방  '벌금형'",〃,
4,2017안건764,아크로팬,10월  9일,사회,"‘충격’  ‘어금니아빠’  “왜  도와주냐.    어차피 죽을  애를”  악플  공개...“저  때문에  이렇게 된  건데  누굴  원망하겠냐""  과거  인터뷰  주목",〃,
5,2017안건765,울산종합일보,10월  12일,핫이슈,"'어금니아빠의  행복'  저자  이영학,  희망에서 다시  절망  속으로...거대백악종에  시달린 삶에서  행복  찾나  했지만",〃,
6,2017안건766,인터넷 제주일보,10월  12일,핫클릭,"'어금니아빠의  행복'저자  이영학, 거대백악종에  시달린  삶에서  행복  찾나 했지만  다시  절망  속으로",〃,
7,2017안건767,인터넷 중부일보,10월  11일,사회,'어금니  아빠'  뜻  이어  '어금니  아빠의  행복' 책  재조명…천사의  가면  '충격',〃,
1,2017안건768,인터넷 코리아데일리,10월  11일,사회,"어금니  아빠  부인 최미선,미모,문신,유서,사진,""자살 미스터리?"",""사건    전말정리"",  ""살해이유와 목적은?""",피의자신원공개,
2,2017안건769,인터넷 환경일보,10월  13일,사회·문화,"이영학  신상  공개,  누리꾼들…“인권을 보장해야  할  만한  인격조차  있는지  그게 궁금합니다”",〃,
3,2017안건770,조선pub,10월  10일,사회,'어금니  아빠'의  두  얼굴..  사건을    풀 열쇠는?,〃,
4,2017안건771,e글로벌이코노믹,10월  11일,뉴스,"어금니  아빠  이영학,  뜻  모를  엽기행각… “행복하다”던  딸  바보는  어디로?",〃,
5,2017안건772,뉴스프리존,10월  13일,사회,"이영학,  음란행위하다…깨어난  김양  목졸라 숨지게해,.  생존  '24시간  행적'  풀기  집중",범죄묘사,
6,2017안건773,디스패치뉴스,10월  12일,TODAY,"이영학,  24시간  음란행위하다  여중생  깨어나 저항하니  살해",〃,
7,2017안건774,부산닷컴,10월  13일,사회,"이영학,  수면제  먹인  후  24시간 음란행위하다  깨어나  반항하자  살해",〃,
8,2017안건775,스포츠조선닷컴,10월  12일,라이프,"이영학,  24시간  음란행위하다  여중생  깨어나 저항하니  살해",〃,
9,2017안건776,아시아경제닷컴,10월  13일,사회,'어금니  아빠'  이영학  '음란행위'  위해  범행,〃,
10,2017안건777,인사이트,10월  13일,사회,"이영학,  수면제  먹인  여중생  상대로 '음란행위'…깨어나  저항하자  살해",〃,
11,2017안건778,인터넷 서울경제,10월  12일,사회,"이영학,  여중생에  음란행위하다  깨어나 저항하자  살해",〃,
12,2017안건779,인터넷 서울신문,10월  13일,사회,"24시간  희롱  끝에…이영학,  잠깬  여중생 저항하자  살해",〃,
13,2017안건780,인터넷 에너지경제,10월  13일,사회,"어금니  아빠  이영학,  여중생  수면제  먹이고 24시간  음란행위하다  저항하니  살해",〃,
14,2017안건781,인터넷일간스포츠,10월  13일,사회,"이영학,  24시간  음란행위하다  여중생  깨어나 저항하니  살해",〃,
15,2017안건782,뉴스워커,10월  13일,고용·인권·윤리,"[뉴스워커]  ‘어금니  아빠’  부녀,  시체  유기 후  수면,  아내  성매매  의혹까지…대한민국을 경악시킨  ‘어금니아빠’    사건의  행적",〃,
16,2017안건783,뉴스인사이드,10월  13일,사회,"'어금니  아빠'  이영학,  성기능  장애로  성폭행 불가능했다  ""죽은  아내랑  닮아서…""",〃,
17,2017안건784,인터넷 코리아데일리,10월  13일,사회,"이영학,  잠든  김양  앞에  두고  음란행위... 아내  연상돼  범행?",〃,
18,2017안건785,조선닷컴,10월  13일,사건·사고,"'어금니  아빠',  딸  친구에  음란행위…깨어나   저항하자  살해""",〃,
19,2017안건786,국민체육진흥신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,자살자신원공개 등,
20,2017안건787,글로벌다문화신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
1,2017안건788,글로벌동포신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,자살자신원공개 등,
2,2017안건789,기부신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
3,2017안건790,뉴스나우,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
4,2017안건791,다이버시티,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
5,2017안건792,대한보건신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
6,2017안건793,명품신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
7,2017안건794,미디어영상신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
8,2017안건795,방문판매신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
9,2017안건796,법률정보신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
10,2017안건797,보험신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
11,2017안건798,복지신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
12,2017안건799,뷰티웰니스,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
13,2017안건800,사회인골프신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
14,2017안건801,사회인야구신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
15,2017안건802,사회인축구신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
16,2017안건803,세무회계신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
17,2017안건804,소방행정신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
18,2017안건805,숙박여행신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
19,2017안건806,슈퍼리치,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
20,2017안건807,식음료신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
21,2017안건808,약국신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
22,2017안건809,연예가중계,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
23,2017안건810,영업신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
1,2017안건811,유통신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,자살자신원공개 등,
2,2017안건812,인터넷 교육정보신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
3,2017안건813,인터넷 뉴스데스크,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
4,2017안건814,인터넷 분양신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
5,2017안건815,인터넷 어촌신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
6,2017안건816,인터넷 울산타임즈,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
7,2017안건817,인터넷 임대신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
8,2017안건818,인터넷 정치리더스,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
9,2017안건819,인터넷 종교문화신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
10,2017안건820,인터넷 창조경제신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
11,2017안건821,인터넷  한국사회복지뉴스,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
12,2017안건822,인터넷  한국화장품신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
13,2017안건823,인터뷰타임즈,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
14,2017안건824,전통시장신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
15,2017안건825,제약신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
16,2017안건826,증권금융신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
17,2017안건827,창업경제신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
18,2017안건828,커뮤니케이션,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
19,2017안건829,커피뉴스,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
20,2017안건830,콘텐츠산업신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
21,2017안건831,투데이미디어그룹,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
22,2017안건832,한국공정거래신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
23,2017안건833,한국노사정신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,〃,
1,2017안건834,한국육아신문,8월  26일,사회,중3  여학생  8층  옥상서  투신,자살자신원공개 등,
2,2017안건835,아이팜뉴스,9월  19일,한의사·한의약,"인천자생한방병원,  19일  구월동에  총 82병상  규모로  개원",기사형광고,
3,2017안건836,인터넷 브릿지경제신문,9월  19일,헬스,"인천자생한방병원,  인천  구월동에  개원",〃,
4,2017안건837,인터넷 서울경제,9월  19일,문화·스포츠,'비수술  척추치료'  인천자생한방병원  개원,〃,
5,2017안건838,인터넷  세계 타임즈,9월  19일,세계스포츠,"인천자생한방병원,  9월  19일  인천  구월동에 개원",〃,
6,2017안건839,인터넷 스포츠서울,9월  19일,라이프,"인천자생한방병원,  19일  인천  구월동에  개원",〃,
7,2017안건840,인터넷 파이낸셜뉴스,9월  19일,의학·과학,"자생한방병원,  인천시  구월동에 인천자생한방병원  개원",〃,
8,2017안건841,인터넷 헬스조선,9월  19일,뉴스,"인천자생한방병원,  오는  19일  '구월동'  개원",〃,
9,2017안건842,대한금융신문,9월  27일,HotIssue,"교통사고후유증치료,  평촌  윤한의원 한방치료로  효과적인  치료  가능",〃,
10,2017안건843,데일리그리드,9월  4일,산업일반,쁨클리닉  미아점  오픈..  '안전성  선  검증에 최선',〃,
11,2017안건844,업코리아,9월  6일,소상공인뉴스,"[기자탐방]  범물샘치과  류석현  원장 ""체계적인  시스템과  성실하고  책임  있는 신뢰""",〃,
12,2017안건845,인터넷 문화일보,9월  20일,사회,재활치료  전문  대전  다빈치  병원  23일  개원,〃,
13,2017안건846,인터넷 베이비뉴스,9월  1일,뉴스,소아질환  중점진료  아이누리한의원  47호 성북점  개원,〃,
14,2017안건847,연합뉴스,10월  12일,사회,"이영학,  여중생  의식  돌아와  저항하니 살해…음란행위도",범죄묘사,
1,2017안건848,인터넷 제주일보,10월  26일,핫클릭,"윤송이,  집안  얼마나  대단한가  보니…",사생활 침해,
2,2017안건849,인터넷 크리스천투데이,10월  27일,일반,"엔씨소프트  김택진  부인  윤송이  부친  살해 피의자는  강남  고급부동산  중개업자,  막대한 빚",〃,
3,2017안건850,e글로벌이코노믹,10월  27일,뉴스,김택진  엔씨소프트  대표  가계도  관심  쏠려… 윤송이  사장  '엘리트'  집안,〃,
4,2017안건851,TV조선,11월6일11월6일11월7일11월8일11월8일11월8일,종합뉴스9종합뉴스9종합뉴스9뉴스퍼레이드종합뉴스9탐사보도세븐12회,"[단독  ]  TV  영화  보는  이건희  회장…3년 반만에  모습  공개[단독]  의료전문가  ""이건희    회장  호전될 가능성도  있다""[단독]  휠체어에  앉아  TV  보는  이건희  회장[단독]  휠체어에  앉아  TV  보는  이건희  회장반도체신화  이건희  회장…병상  신화 가능할까‘이건희  회장  살아있다-삼성병원20층 관찰보고’",〃,
5,2017안건852,뉴스1코리아,11월  7일,방송·TV,"""이건희  회장  살아있다""…'세븐',  60일간  병상 생활  포착",〃,
1,2017안건853,인터넷 국민일보,11월  7일,시사,상태  호전됐나…병상서  TV  보고  간호사와 대화한  이건희  회장,사생활침해,
2,2017안건854,인터넷 데일리한국,11월  7일,최신기사,"사망설  나돌았던  이건희  회장,  병상모습 공개",〃,
3,2017안건855,연합뉴스,10월  7일,포토,괌  경찰이  공개한  차량  아이  방치 변호사·판사  부부,〃,
4,2017안건856,세계닷컴,11월  10일,사회,"'괌  자녀방치'  판사,  구두  경고  받아…法 ""아동학대  아니고  방치  시간도  20분""",〃,
5,2017안건857,스포츠조선닷컴,10월  10일,사회,'괌  체포'  판사  소명자료  제출…법원  징계 고민,〃,
6,2017안건858,온라인 중앙일보,10월  31일,사회,"[단독]  괌서  차에  아이  방치했던  판사,  법원 징계  안  받는다",〃,
7,2017안건859,위키트리,10월  31일,사건사고,괌에서  아이  방치한  판사  엄마에  법원  “징계 없을  것”,〃,
8,2017안건860,인터넷 경인일보,11월  10일,사회,"수원지법,  '괌서  자녀  차량방치  체포'  판사에 징계없이  구두경고",〃,
9,2017안건861,인터넷 신아일보,10월  10일,사회,"'괌  아이  방치'  판사,  소명자료  제출…  法 ""징계  여부  검토""",〃,
10,2017안건862,인터넷 울산매일,10월  8일,포토,괌  경찰이  공개한  차량  아이  방치 변호사·판사  부부,〃,
11,2017안건863,인터넷 한국일보,10월  8일,사회,"수원지법,  괌서  체포된  설모  판사  조사",〃,
12,2017안건864,인터넷 헤럴드경제,10월  31일,사회,괌서  아이  방치  판사…한국  법원의  징계는 없었다,〃,
13,2017안건865,현장언론 민플러스,9월  27일,민족,"추석명절,  가족은  만나게  해야",북한이탈주민신원공개,
14,2017안건866,TV조선,11월  6일,뉴스퍼레이드,집단  성관계  알선하고  음란물 유포...직업.사진  확인  '회원제',범죄묘사,
15,2017안건867,인터넷 일간리더스경제신문,11월  6일,핫이슈,"집단  성매매,  야한  동영상  그대로  하고  싶은 판타지?  “부끄럽지도  않나?”",〃,
16,2017안건868,베타뉴스,11월  6일,종합,"집단  성매매  실태,  ""만족했다""던  충격  후기글 어땠나",〃,
17,2017안건869,일요서울,11월  13일,30면,15명이  한  방에서…‘갱뱅’  어떻게  이뤄지나,〃,
18,2017안건870,일요서울i,11월  10일,사회,15명이  한  방에서…‘갱뱅’  어떻게  이뤄지나,〃,
19,2017안건871,인터넷 에너지경제,11월  6일,정치·사회,"집단성매매,  초대경험자  ""여자  사람취급 안해,  성고문은  기본으로  일어나""",〃,
20,2017안건872,인터넷 제민일보,11월  6일,연예,"집단성매매,  초대경험男  충격발언  ""여자 사람취급  안해,  성고문은  기본이다""",〃,
1,2017안건873,인터넷 경인일보,11월  5일,검찰·경찰·법원,"""교복  입은  대학생  나와요""  수원·안양  모텔서 집단  성매매(갱뱅)적발…사진도  유포",범죄묘사,
2,2017안건874,디트news24,11월  6일,뉴스,"'집단  성매매'  참여자  ""좋아서  했다""…마약 투여  후  환각상태에서?",〃,
3,2017안건875,수원일보,11월  6일,연예/이슈/핫클릭,"'집단  성매매'  환각상태로  즐겼나?  ""좋아서 했다""…마약  투여  의혹까지",〃,
4,2017안건876,인터넷 무등일보,11월  6일,뉴스센터,"'집단  성매매'  마약하고  환각상태에서  성매매 했나?…참여자  ""좋아서  했다""",〃,
5,2017안건877,인터넷 에너지경제,11월  6일,Visual,"교복  기모노  입고  한  번에  18명과  ‘집단 성매매’…""좋아서  했다?""",〃,
6,2017안건878,인터넷 중부일보,11월  6일,사건·사고,"수원·안양  모텔서  이뤄진  집단  성매매 무더기  적발…참가자  대부분  ""좋아서  했다""",〃,
7,2017안건879,위키트리,9월  26일,사건사고,“장  보러  나왔는데...”  갑자기  쭈그려  앉아 아이  낳는  여성,충격 혐오감,
8,2017안건880,중도일보,10월  18일,20면,의술+인술  펼치는  진정한  명의 의사·봉사·칼럼니스트로…  다둥이  아빠는 언제나  '열공'중,기사형 광고,
9,2017안건881,인터넷 중도일보,10월  17일,정치/행정,[브랜드대전]  인술로  성형하는  시티성형외과 이장근  원장,〃,
10,2017안건882,인터넷 베이비뉴스,10월  23일,생활/건강,"여성한방  네트워크  자윤한의원  대전점,  오는 30일  오픈",〃,
11,2017안건883,인터넷 공감신문,10월  31일,생활/문화,"여성  질환  네트워크,  ‘자윤한의원  대전점’ 개원",〃,
12,2017안건884,KNS뉴스통신,10월  21일,사회,창원퍼스트피부과  23일  개원,〃,
13,2017안건885,수원일보,10월  18일,사회,척추관절질환  특화  가자연세병원  김포점 개원,〃,
14,2017안건886,인터넷 서울경제,10월  25일,사회,"종로의  새로운  트렌드,  르미엘  성형외과 오픈…“강남  이상의  성형을  이제는 종로에서”",〃,
15,2017안건887,인터넷  브릿지경제신문,10월  25일,헬스,"미사튼튼병원  개원,  은평참튼튼병원  10여년 노하우  담아  확장이전",〃,
16,2017안건888,국제뉴스,11월  7일,연예,"""이건희  회장  살아있다""  삼성병원  20층 이건희  병실  최초  공개",사생활 침해,
17,2017안건889,뉴스엔,11월  9일,사회,[어제TV]  ‘세븐’  이건희  회장  사망설? 근거없는  낭설  팩트체크,〃,
18,2017안건890,더팩트,11월  12일,생생뉴스,"[TF비즈토크]  이건희  회장  근황  보도,  2년 전과  무엇이  다른가요?",〃,
19,2017안건891,마이데일리,11월  7일,사회,"""이건희  회장  살아있다""…TV조선  '세븐', 삼성병원  병실  최초공개",〃,
20,2017안건892,매경닷컴,11월  7일,뉴스,`탐사보도  세븐`  이건희  회장  건강  호전? 병상생활  공개에  궁금증↑,〃,
